scope,true_label,modality,importance,experiment,experiment_name,seed
all,all,M,5.887811471329066e-05,all_channels,All channels,42
all,all,MB,5.4987562144881534e-05,all_channels,All channels,42
all,all,MP,7.020265771107578e-05,all_channels,All channels,42
all,all,MR,7.405414945920614e-05,all_channels,All channels,42
all,all,MUV,5.352416594292303e-05,all_channels,All channels,42
true_label,0,M,5.900693966915631e-05,all_channels,All channels,42
true_label,0,MB,5.659293570455962e-05,all_channels,All channels,42
true_label,0,MP,6.376275788560244e-05,all_channels,All channels,42
true_label,0,MR,8.07422527161959e-05,all_channels,All channels,42
true_label,0,MUV,4.7282539006638604e-05,all_channels,All channels,42
true_label,1,M,5.78260546304095e-05,all_channels,All channels,42
true_label,1,MB,4.960404343860732e-05,all_channels,All channels,42
true_label,1,MP,6.70663309640738e-05,all_channels,All channels,42
true_label,1,MR,7.439596282148904e-05,all_channels,All channels,42
true_label,1,MUV,5.1505899054146454e-05,all_channels,All channels,42
true_label,2,M,4.785623771437843e-05,all_channels,All channels,42
true_label,2,MB,4.4598774443979244e-05,all_channels,All channels,42
true_label,2,MP,5.4062906461435235e-05,all_channels,All channels,42
true_label,2,MR,6.37235668753939e-05,all_channels,All channels,42
true_label,2,MUV,4.05118094412111e-05,all_channels,All channels,42
true_label,3,M,5.934261827695247e-05,all_channels,All channels,42
true_label,3,MB,5.764429075001813e-05,all_channels,All channels,42
true_label,3,MP,7.20614695885822e-05,all_channels,All channels,42
true_label,3,MR,7.686583913627229e-05,all_channels,All channels,42
true_label,3,MUV,5.461319795523939e-05,all_channels,All channels,42
true_label,4,M,6.279297377484982e-05,all_channels,All channels,42
true_label,4,MB,5.856242400242458e-05,all_channels,All channels,42
true_label,4,MP,7.623479809762552e-05,all_channels,All channels,42
true_label,4,MR,7.590787958399619e-05,all_channels,All channels,42
true_label,4,MUV,5.853031040595567e-05,all_channels,All channels,42
