scope,true_label,modality,importance,experiment,experiment_name,seed
all,all,M,0.00016603107448298358,m_mb,M + MB,42
all,all,MB,0.00015670258187967833,m_mb,M + MB,42
true_label,0,M,0.00020097290065937808,m_mb,M + MB,42
true_label,0,MB,0.00018728674123329775,m_mb,M + MB,42
true_label,1,M,0.0001757842083779079,m_mb,M + MB,42
true_label,1,MB,0.00014394946695326573,m_mb,M + MB,42
true_label,2,M,0.00016934395202302508,m_mb,M + MB,42
true_label,2,MB,0.0001582931269825037,m_mb,M + MB,42
true_label,3,M,0.00015502370131964034,m_mb,M + MB,42
true_label,3,MB,0.00015178285519306718,m_mb,M + MB,42
true_label,4,M,0.0001651140248415888,m_mb,M + MB,42
true_label,4,MB,0.00015899832053239353,m_mb,M + MB,42
