scope,true_label,modality,importance,experiment,experiment_name,seed
all,all,M,0.0002449646958820342,m_mb,M + MB,3407
all,all,MB,0.00023635384257756858,m_mb,M + MB,3407
true_label,0,M,0.00028962987874235423,m_mb,M + MB,3407
true_label,0,MB,0.0002712974091991782,m_mb,M + MB,3407
true_label,1,M,0.00023575917161493138,m_mb,M + MB,3407
true_label,1,MB,0.0002013493490680544,m_mb,M + MB,3407
true_label,2,M,0.00022725079553700717,m_mb,M + MB,3407
true_label,2,MB,0.00021802198586686115,m_mb,M + MB,3407
true_label,3,M,0.00024407501818628091,m_mb,M + MB,3407
true_label,3,MB,0.0002407523745866704,m_mb,M + MB,3407
true_label,4,M,0.0002505101219867356,m_mb,M + MB,3407
true_label,4,MB,0.00024618791469791434,m_mb,M + MB,3407
