scope,true_label,modality,importance,experiment,experiment_name,seed
all,all,M,0.0001126889299414602,m_mb,M + MB,2026
all,all,MB,0.00010694812655399423,m_mb,M + MB,2026
true_label,0,M,0.0001377705786061207,m_mb,M + MB,2026
true_label,0,MB,0.00013115991064946035,m_mb,M + MB,2026
true_label,1,M,0.00011366451177640225,m_mb,M + MB,2026
true_label,1,MB,9.834246190042573e-05,m_mb,M + MB,2026
true_label,2,M,0.00011346934479661286,m_mb,M + MB,2026
true_label,2,MB,0.00010917391336988658,m_mb,M + MB,2026
true_label,3,M,0.00011045071319544645,m_mb,M + MB,2026
true_label,3,MB,0.00010622369104980449,m_mb,M + MB,2026
true_label,4,M,0.00011141754084471331,m_mb,M + MB,2026
true_label,4,MB,0.00010668362871240448,m_mb,M + MB,2026
