scope,true_label,modality,importance,experiment,experiment_name,seed
all,all,M,5.260786069877635e-05,all_channels,All channels,3407
all,all,MB,5.212290385307222e-05,all_channels,All channels,3407
all,all,MP,6.780687629319458e-05,all_channels,All channels,3407
all,all,MR,7.140725203744779e-05,all_channels,All channels,3407
all,all,MUV,5.275035864147155e-05,all_channels,All channels,3407
true_label,0,M,5.0665688052374336e-05,all_channels,All channels,3407
true_label,0,MB,4.8199310185736977e-05,all_channels,All channels,3407
true_label,0,MP,5.2292227337602526e-05,all_channels,All channels,3407
true_label,0,MR,6.983084780845925e-05,all_channels,All channels,3407
true_label,0,MUV,4.0030595170849536e-05,all_channels,All channels,3407
true_label,1,M,3.6477597446223214e-05,all_channels,All channels,3407
true_label,1,MB,3.2566371208469555e-05,all_channels,All channels,3407
true_label,1,MP,4.450123213411478e-05,all_channels,All channels,3407
true_label,1,MR,4.9031559683498926e-05,all_channels,All channels,3407
true_label,1,MUV,3.5395537782857325e-05,all_channels,All channels,3407
true_label,2,M,4.475604473554995e-05,all_channels,All channels,3407
true_label,2,MB,4.3738466774811965e-05,all_channels,All channels,3407
true_label,2,MP,5.414489772062682e-05,all_channels,All channels,3407
true_label,2,MR,6.266616806637363e-05,all_channels,All channels,3407
true_label,2,MUV,4.1684952832708536e-05,all_channels,All channels,3407
true_label,3,M,5.64569383475993e-05,all_channels,All channels,3407
true_label,3,MB,5.710586178379758e-05,all_channels,All channels,3407
true_label,3,MP,7.347241130033085e-05,all_channels,All channels,3407
true_label,3,MR,7.757078252656025e-05,all_channels,All channels,3407
true_label,3,MUV,5.670466308319274e-05,all_channels,All channels,3407
true_label,4,M,5.739488213551184e-05,all_channels,All channels,3407
true_label,4,MB,5.749577254814218e-05,all_channels,All channels,3407
true_label,4,MP,7.639487978509589e-05,all_channels,All channels,3407
true_label,4,MR,7.684202537715502e-05,all_channels,All channels,3407
true_label,4,MUV,5.966090586041147e-05,all_channels,All channels,3407
