scope,true_label,modality,importance,experiment,experiment_name,seed
all,all,M,0.00018878217003699663,m_mb,M + MB,42
all,all,MB,0.00017423843776532741,m_mb,M + MB,42
true_label,0,M,0.00020243347431200424,m_mb,M + MB,42
true_label,0,MB,0.00018803957417341216,m_mb,M + MB,42
true_label,1,M,0.00018000582911719738,m_mb,M + MB,42
true_label,1,MB,0.00014986824250875296,m_mb,M + MB,42
true_label,2,M,0.0001917028527324354,m_mb,M + MB,42
true_label,2,MB,0.0001782288691694183,m_mb,M + MB,42
true_label,3,M,0.00018710503668857697,m_mb,M + MB,42
true_label,3,MB,0.00017814499072053215,m_mb,M + MB,42
true_label,4,M,0.0001894800515576134,m_mb,M + MB,42
true_label,4,MB,0.00017553119363987612,m_mb,M + MB,42
